ACTION;START;END;RUN
{action=migrate(vm=vm#4, from=node#2, to=node#3, bw=1000)};1436529072;1436529092;15
{action=migrate(vm=vm#0, from=node#1, to=node#0, bw=500)};1436529072;1436529112;15
{action=migrate(vm=vm#8, from=node#0, to=node#3, bw=500)};1436529092;1436529149;15
{action=migrate(vm=vm#5, from=node#1, to=node#3, bw=500)};1436529112;1436529170;15
{action=migrate(vm=vm#6, from=node#2, to=node#1, bw=500)};1436529112;1436529179;15
{action=migrate(vm=vm#9, from=node#2, to=node#0, bw=500)};1436529112;1436529180;15
{action=migrate(vm=vm#1, from=node#0, to=node#3, bw=500)};1436529149;1436529187;15
{action=migrate(vm=vm#3, from=node#2, to=node#0, bw=500)};1436529180;1436529219;15
{action=migrate(vm=vm#7, from=node#1, to=node#2, bw=500)};1436529180;1436529236;15
{action=migrate(vm=vm#2, from=node#1, to=node#0, bw=500)};1436529236;1436529275;15
