ACTION;START;END;RUN
{action=migrate(vm=vm#3, from=node#2, to=node#3, bw=1000)};1436529900;1436529920;19
{action=migrate(vm=vm#1, from=node#3, to=node#1, bw=500)};1436529900;1436529944;19
{action=migrate(vm=vm#5, from=node#3, to=node#0, bw=500)};1436529900;1436529956;19
{action=migrate(vm=vm#6, from=node#1, to=node#2, bw=500)};1436529900;1436529956;19
{action=migrate(vm=vm#4, from=node#3, to=node#1, bw=500)};1436529956;1436530001;19
{action=migrate(vm=vm#7, from=node#2, to=node#0, bw=500)};1436529956;1436530012;19
{action=migrate(vm=vm#8, from=node#1, to=node#3, bw=500)};1436529956;1436530013;19
{action=migrate(vm=vm#0, from=node#2, to=node#1, bw=500)};1436530001;1436530048;19
{action=migrate(vm=vm#9, from=node#1, to=node#2, bw=500)};1436530013;1436530070;19
{action=migrate(vm=vm#2, from=node#2, to=node#1, bw=500)};1436530048;1436530092;19
