ACTION;START;END;RUN
{action=migrate(vm=vm#9, from=node#2, to=node#3, bw=1000)};1436526529;1436526558;3
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436526529;1436526585;3
{action=migrate(vm=vm#0, from=node#2, to=node#3, bw=1000)};1436526559;1436526578;3
{action=migrate(vm=vm#8, from=node#1, to=node#3, bw=500)};1436526578;1436526634;3
{action=migrate(vm=vm#3, from=node#0, to=node#1, bw=500)};1436526634;1436526678;3
{action=migrate(vm=vm#6, from=node#1, to=node#2, bw=500)};1436526634;1436526740;3
{action=migrate(vm=vm#4, from=node#0, to=node#1, bw=500)};1436526679;1436526728;3
{action=migrate(vm=vm#2, from=node#0, to=node#2, bw=500)};1436526728;1436526767;3
{action=migrate(vm=vm#7, from=node#1, to=node#0, bw=500)};1436526740;1436526797;3
{action=migrate(vm=vm#1, from=node#1, to=node#3, bw=500)};1436526797;1436526848;3
