ACTION;START;END;RUN
{action=migrate(vm=vm#9, from=node#2, to=node#3, bw=1000)};1436531971;1436532007;28
{action=migrate(vm=vm#2, from=node#3, to=node#1, bw=500)};1436531971;1436532011;28
{action=migrate(vm=vm#7, from=node#3, to=node#0, bw=500)};1436531971;1436532028;28
{action=migrate(vm=vm#1, from=node#3, to=node#2, bw=1000)};1436532028;1436532048;28
{action=migrate(vm=vm#5, from=node#1, to=node#3, bw=500)};1436532028;1436532084;28
{action=migrate(vm=vm#8, from=node#2, to=node#0, bw=500)};1436532028;1436532084;28
{action=migrate(vm=vm#3, from=node#3, to=node#2, bw=1000)};1436532049;1436532068;28
{action=migrate(vm=vm#6, from=node#1, to=node#0, bw=500)};1436532085;1436532141;28
{action=migrate(vm=vm#4, from=node#1, to=node#0, bw=500)};1436532141;1436532179;28
{action=migrate(vm=vm#0, from=node#1, to=node#3, bw=500)};1436532179;1436532217;28
