ACTION;START;END;RUN
{action=migrate(vm=vm#4, from=node#0, to=node#2, bw=500)};1436531211;1436531249;25
{action=migrate(vm=vm#8, from=node#1, to=node#3, bw=500)};1436531211;1436531268;25
{action=migrate(vm=vm#9, from=node#3, to=node#0, bw=500)};1436531211;1436531270;25
{action=migrate(vm=vm#6, from=node#2, to=node#1, bw=500)};1436531211;1436531271;25
{action=migrate(vm=vm#3, from=node#3, to=node#0, bw=500)};1436531271;1436531309;25
{action=migrate(vm=vm#1, from=node#2, to=node#1, bw=500)};1436531271;1436531309;25
{action=migrate(vm=vm#2, from=node#2, to=node#3, bw=1000)};1436531310;1436531330;25
{action=migrate(vm=vm#5, from=node#0, to=node#1, bw=500)};1436531310;1436531366;25
{action=migrate(vm=vm#0, from=node#1, to=node#0, bw=500)};1436531366;1436531404;25
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436531404;1436531460;25
