ACTION;START;END;RUN
{action=migrate(vm=vm#4, from=node#2, to=node#3, bw=1000)};1436529667;1436529687;18
{action=migrate(vm=vm#8, from=node#3, to=node#1, bw=500)};1436529667;1436529750;18
{action=migrate(vm=vm#1, from=node#1, to=node#3, bw=500)};1436529687;1436529725;18
{action=migrate(vm=vm#6, from=node#2, to=node#1, bw=500)};1436529725;1436529793;18
{action=migrate(vm=vm#3, from=node#3, to=node#2, bw=1000)};1436529750;1436529770;18
{action=migrate(vm=vm#5, from=node#2, to=node#3, bw=1000)};1436529794;1436529823;18
{action=migrate(vm=vm#2, from=node#1, to=node#2, bw=500)};1436529794;1436529834;18
{action=migrate(vm=vm#0, from=node#0, to=node#2, bw=500)};1436529794;1436529834;18
{action=migrate(vm=vm#7, from=node#1, to=node#2, bw=500)};1436529834;1436529891;18
{action=migrate(vm=vm#9, from=node#2, to=node#1, bw=500)};1436529834;1436529900;18
