ACTION;START;END;RUN
{action=migrate(vm=vm#0, from=node#0, to=node#3, bw=500)};1436536358;1436536397;49
{action=migrate(vm=vm#6, from=node#1, to=node#2, bw=500)};1436536358;1436536416;49
{action=migrate(vm=vm#7, from=node#2, to=node#0, bw=500)};1436536358;1436536418;49
{action=migrate(vm=vm#5, from=node#3, to=node#1, bw=500)};1436536358;1436536420;49
{action=migrate(vm=vm#4, from=node#0, to=node#2, bw=500)};1436536397;1436536436;49
{action=migrate(vm=vm#1, from=node#2, to=node#0, bw=500)};1436536420;1436536459;49
{action=migrate(vm=vm#8, from=node#3, to=node#1, bw=500)};1436536420;1436536484;49
{action=migrate(vm=vm#2, from=node#2, to=node#3, bw=1000)};1436536459;1436536479;49
{action=migrate(vm=vm#9, from=node#1, to=node#0, bw=500)};1436536459;1436536516;49
{action=migrate(vm=vm#3, from=node#0, to=node#1, bw=500)};1436536484;1436536527;49
