ACTION;START;END;RUN
{action=migrate(vm=vm#0, from=node#3, to=node#1, bw=500)};1436528858;1436528896;14
{action=migrate(vm=vm#8, from=node#2, to=node#0, bw=500)};1436528858;1436528914;14
{action=migrate(vm=vm#6, from=node#3, to=node#2, bw=1000)};1436528896;1436528929;14
{action=migrate(vm=vm#7, from=node#2, to=node#1, bw=500)};1436528896;1436528953;14
{action=migrate(vm=vm#4, from=node#3, to=node#2, bw=1000)};1436528929;1436528948;14
{action=migrate(vm=vm#1, from=node#3, to=node#0, bw=500)};1436528949;1436528987;14
{action=migrate(vm=vm#2, from=node#2, to=node#1, bw=500)};1436528953;1436529003;14
{action=migrate(vm=vm#9, from=node#1, to=node#2, bw=500)};1436528953;1436529010;14
{action=migrate(vm=vm#3, from=node#1, to=node#2, bw=500)};1436529010;1436529048;14
{action=migrate(vm=vm#5, from=node#0, to=node#1, bw=500)};1436529010;1436529072;14
