ACTION;START;END;RUN
{action=migrate(vm=vm#1, from=node#2, to=node#3, bw=1000)};1436531716;1436531735;27
{action=migrate(vm=vm#8, from=node#1, to=node#2, bw=500)};1436531716;1436531772;27
{action=migrate(vm=vm#5, from=node#3, to=node#1, bw=500)};1436531716;1436531779;27
{action=migrate(vm=vm#2, from=node#0, to=node#3, bw=500)};1436531736;1436531775;27
{action=migrate(vm=vm#3, from=node#1, to=node#3, bw=500)};1436531779;1436531817;27
{action=migrate(vm=vm#0, from=node#3, to=node#1, bw=500)};1436531779;1436531821;27
{action=migrate(vm=vm#9, from=node#3, to=node#2, bw=1000)};1436531821;1436531850;27
{action=migrate(vm=vm#6, from=node#0, to=node#1, bw=500)};1436531821;1436531877;27
{action=migrate(vm=vm#7, from=node#0, to=node#3, bw=500)};1436531877;1436531933;27
{action=migrate(vm=vm#4, from=node#0, to=node#1, bw=500)};1436531933;1436531971;27
