ACTION;START;END;RUN
{action=migrate(vm=vm#3, from=node#1, to=node#3, bw=500)};1436526848;1436526887;4
{action=migrate(vm=vm#2, from=node#2, to=node#1, bw=500)};1436526848;1436526893;4
{action=migrate(vm=vm#8, from=node#3, to=node#0, bw=500)};1436526848;1436526904;4
{action=migrate(vm=vm#9, from=node#3, to=node#2, bw=1000)};1436526904;1436526934;4
{action=migrate(vm=vm#5, from=node#2, to=node#0, bw=500)};1436526904;1436526960;4
{action=migrate(vm=vm#0, from=node#3, to=node#2, bw=1000)};1436526934;1436526954;4
{action=migrate(vm=vm#1, from=node#3, to=node#1, bw=500)};1436526954;1436526992;4
{action=migrate(vm=vm#6, from=node#2, to=node#0, bw=500)};1436526961;1436527022;4
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436526992;1436527049;4
{action=migrate(vm=vm#4, from=node#1, to=node#0, bw=500)};1436527049;1436527087;4
