ACTION;START;END;RUN
{action=migrate(vm=vm#5, from=node#3, to=node#2, bw=1000)};1436527846;1436527875;9
{action=migrate(vm=vm#2, from=node#0, to=node#3, bw=500)};1436527846;1436527885;9
{action=migrate(vm=vm#3, from=node#1, to=node#3, bw=500)};1436527846;1436527889;9
{action=migrate(vm=vm#9, from=node#2, to=node#0, bw=500)};1436527846;1436527907;9
{action=migrate(vm=vm#8, from=node#2, to=node#1, bw=500)};1436527846;1436527909;9
{action=migrate(vm=vm#1, from=node#2, to=node#3, bw=1000)};1436527909;1436527928;9
{action=migrate(vm=vm#6, from=node#1, to=node#2, bw=500)};1436527909;1436527965;9
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436527909;1436527973;9
{action=migrate(vm=vm#4, from=node#1, to=node#2, bw=500)};1436527973;1436528012;9
{action=migrate(vm=vm#0, from=node#0, to=node#2, bw=500)};1436527973;1436528011;9
