ACTION;START;END;RUN
{action=migrate(vm=vm#3, from=node#3, to=node#0, bw=500)};1436535107;1436535145;42
{action=migrate(vm=vm#8, from=node#1, to=node#3, bw=500)};1436535107;1436535163;42
{action=migrate(vm=vm#9, from=node#3, to=node#1, bw=500)};1436535107;1436535171;42
{action=migrate(vm=vm#7, from=node#2, to=node#0, bw=500)};1436535145;1436535201;42
{action=migrate(vm=vm#1, from=node#1, to=node#2, bw=500)};1436535171;1436535209;42
{action=migrate(vm=vm#6, from=node#2, to=node#1, bw=500)};1436535171;1436535241;42
{action=migrate(vm=vm#2, from=node#1, to=node#3, bw=500)};1436535209;1436535249;42
{action=migrate(vm=vm#0, from=node#2, to=node#0, bw=500)};1436535209;1436535250;42
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436535209;1436535265;42
{action=migrate(vm=vm#4, from=node#1, to=node#3, bw=500)};1436535250;1436535288;42
