ACTION;START;END;RUN
{action=migrate(vm=vm#0, from=node#2, to=node#3, bw=1000)};1436527087;1436527107;5
{action=migrate(vm=vm#4, from=node#0, to=node#2, bw=500)};1436527087;1436527125;5
{action=migrate(vm=vm#1, from=node#1, to=node#3, bw=500)};1436527107;1436527145;5
{action=migrate(vm=vm#3, from=node#3, to=node#0, bw=500)};1436527125;1436527166;5
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436527125;1436527183;5
{action=migrate(vm=vm#7, from=node#1, to=node#2, bw=500)};1436527145;1436527201;5
{action=migrate(vm=vm#8, from=node#0, to=node#3, bw=500)};1436527183;1436527239;5
{action=migrate(vm=vm#9, from=node#2, to=node#0, bw=500)};1436527183;1436527250;5
{action=migrate(vm=vm#2, from=node#1, to=node#0, bw=500)};1436527250;1436527292;5
{action=migrate(vm=vm#6, from=node#0, to=node#2, bw=500)};1436527250;1436527306;5
