ACTION;START;END;RUN
{action=migrate(vm=vm#8, from=node#2, to=node#3, bw=1000)};1436529461;1436529489;17
{action=migrate(vm=vm#4, from=node#0, to=node#2, bw=500)};1436529461;1436529499;17
{action=migrate(vm=vm#0, from=node#1, to=node#0, bw=500)};1436529461;1436529499;17
{action=migrate(vm=vm#2, from=node#3, to=node#1, bw=500)};1436529461;1436529502;17
{action=migrate(vm=vm#3, from=node#2, to=node#3, bw=1000)};1436529490;1436529515;17
{action=migrate(vm=vm#1, from=node#2, to=node#1, bw=500)};1436529502;1436529541;17
{action=migrate(vm=vm#9, from=node#3, to=node#2, bw=1000)};1436529516;1436529545;17
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436529542;1436529610;17
{action=migrate(vm=vm#5, from=node#1, to=node#2, bw=500)};1436529545;1436529601;17
{action=migrate(vm=vm#6, from=node#0, to=node#2, bw=500)};1436529610;1436529666;17
