ACTION;START;END;RUN
{action=migrate(vm=vm#8, from=node#2, to=node#3, bw=1000)};1436533661;1436533689;35
{action=migrate(vm=vm#4, from=node#0, to=node#1, bw=500)};1436533661;1436533703;35
{action=migrate(vm=vm#7, from=node#1, to=node#2, bw=500)};1436533661;1436533717;35
{action=migrate(vm=vm#6, from=node#3, to=node#0, bw=500)};1436533661;1436533719;35
{action=migrate(vm=vm#0, from=node#2, to=node#3, bw=1000)};1436533719;1436533739;35
{action=migrate(vm=vm#3, from=node#1, to=node#2, bw=500)};1436533719;1436533757;35
{action=migrate(vm=vm#2, from=node#3, to=node#0, bw=500)};1436533719;1436533758;35
{action=migrate(vm=vm#5, from=node#3, to=node#2, bw=1000)};1436533758;1436533787;35
{action=migrate(vm=vm#1, from=node#2, to=node#0, bw=500)};1436533758;1436533796;35
{action=migrate(vm=vm#9, from=node#1, to=node#3, bw=500)};1436533758;1436533815;35
