ACTION;START;END;RUN
{action=migrate(vm=vm#5, from=node#2, to=node#3, bw=1000)};1436533815;1436533844;36
{action=migrate(vm=vm#4, from=node#1, to=node#2, bw=500)};1436533815;1436533856;36
{action=migrate(vm=vm#1, from=node#0, to=node#2, bw=500)};1436533815;1436533856;36
{action=migrate(vm=vm#0, from=node#3, to=node#1, bw=500)};1436533815;1436533856;36
{action=migrate(vm=vm#9, from=node#3, to=node#0, bw=500)};1436533815;1436533874;36
{action=migrate(vm=vm#7, from=node#2, to=node#1, bw=500)};1436533856;1436533913;36
{action=migrate(vm=vm#8, from=node#3, to=node#2, bw=1000)};1436533874;1436533908;36
{action=migrate(vm=vm#3, from=node#2, to=node#0, bw=500)};1436533874;1436533913;36
{action=migrate(vm=vm#6, from=node#0, to=node#1, bw=500)};1436533913;1436533969;36
{action=migrate(vm=vm#2, from=node#0, to=node#2, bw=500)};1436533969;1436534008;36
