ACTION;START;END;RUN
{action=migrate(vm=vm#4, from=node#3, to=node#1, bw=500)};1436527650;1436527692;8
{action=migrate(vm=vm#5, from=node#1, to=node#3, bw=500)};1436527650;1436527706;8
{action=migrate(vm=vm#7, from=node#3, to=node#0, bw=500)};1436527650;1436527706;8
{action=migrate(vm=vm#3, from=node#2, to=node#1, bw=500)};1436527692;1436527732;8
{action=migrate(vm=vm#1, from=node#3, to=node#2, bw=1000)};1436527706;1436527730;8
{action=migrate(vm=vm#0, from=node#2, to=node#0, bw=500)};1436527706;1436527747;8
{action=migrate(vm=vm#6, from=node#2, to=node#1, bw=500)};1436527732;1436527789;8
{action=migrate(vm=vm#8, from=node#0, to=node#2, bw=500)};1436527732;1436527789;8
{action=migrate(vm=vm#2, from=node#2, to=node#0, bw=500)};1436527789;1436527832;8
{action=migrate(vm=vm#9, from=node#0, to=node#2, bw=500)};1436527789;1436527846;8
