ACTION;START;END;RUN
{action=migrate(vm=vm#3, from=node#0, to=node#2, bw=500)};1436529276;1436529314;16
{action=migrate(vm=vm#4, from=node#3, to=node#0, bw=500)};1436529276;1436529317;16
{action=migrate(vm=vm#5, from=node#3, to=node#1, bw=500)};1436529276;1436529332;16
{action=migrate(vm=vm#9, from=node#0, to=node#3, bw=500)};1436529317;1436529374;16
{action=migrate(vm=vm#7, from=node#2, to=node#0, bw=500)};1436529317;1436529376;16
{action=migrate(vm=vm#8, from=node#3, to=node#2, bw=1000)};1436529332;1436529360;16
{action=migrate(vm=vm#1, from=node#3, to=node#2, bw=1000)};1436529360;1436529380;16
{action=migrate(vm=vm#0, from=node#0, to=node#1, bw=500)};1436529376;1436529421;16
{action=migrate(vm=vm#6, from=node#1, to=node#0, bw=500)};1436529376;1436529433;16
{action=migrate(vm=vm#2, from=node#0, to=node#3, bw=500)};1436529421;1436529460;16
