ACTION;START;END;RUN
{action=migrate(vm=vm#2, from=node#3, to=node#2, bw=1000)};1436527464;1436527485;7
{action=migrate(vm=vm#5, from=node#0, to=node#1, bw=500)};1436527464;1436527520;7
{action=migrate(vm=vm#8, from=node#2, to=node#0, bw=500)};1436527464;1436527529;7
{action=migrate(vm=vm#3, from=node#3, to=node#2, bw=1000)};1436527485;1436527504;7
{action=migrate(vm=vm#6, from=node#1, to=node#2, bw=500)};1436527529;1436527584;7
{action=migrate(vm=vm#7, from=node#0, to=node#3, bw=500)};1436527529;1436527585;7
{action=migrate(vm=vm#9, from=node#2, to=node#0, bw=500)};1436527529;1436527591;7
{action=migrate(vm=vm#1, from=node#2, to=node#3, bw=1000)};1436527592;1436527611;7
{action=migrate(vm=vm#0, from=node#1, to=node#2, bw=500)};1436527592;1436527630;7
{action=migrate(vm=vm#4, from=node#0, to=node#3, bw=500)};1436527612;1436527650;7
