ACTION;START;END;RUN
{action=migrate(vm=vm#1, from=node#2, to=node#3, bw=1000)};1436530832;1436530853;23
{action=migrate(vm=vm#3, from=node#1, to=node#2, bw=500)};1436530832;1436530870;23
{action=migrate(vm=vm#8, from=node#3, to=node#0, bw=500)};1436530832;1436530888;23
{action=migrate(vm=vm#7, from=node#3, to=node#1, bw=500)};1436530832;1436530891;23
{action=migrate(vm=vm#4, from=node#3, to=node#2, bw=1000)};1436530891;1436530911;23
{action=migrate(vm=vm#6, from=node#0, to=node#3, bw=500)};1436530891;1436530950;23
{action=migrate(vm=vm#5, from=node#1, to=node#3, bw=500)};1436530891;1436530954;23
{action=migrate(vm=vm#9, from=node#2, to=node#1, bw=500)};1436530891;1436530955;23
{action=migrate(vm=vm#2, from=node#3, to=node#0, bw=500)};1436530911;1436530952;23
{action=migrate(vm=vm#0, from=node#0, to=node#3, bw=500)};1436530956;1436530994;23
