ACTION;START;END;RUN
{action=migrate(vm=vm#8, from=node#2, to=node#3, bw=1000)};1436534401;1436534430;39
{action=migrate(vm=vm#1, from=node#3, to=node#1, bw=500)};1436534401;1436534439;39
{action=migrate(vm=vm#3, from=node#2, to=node#3, bw=1000)};1436534430;1436534450;39
{action=migrate(vm=vm#6, from=node#3, to=node#2, bw=1000)};1436534450;1436534478;39
{action=migrate(vm=vm#2, from=node#1, to=node#3, bw=500)};1436534450;1436534489;39
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436534479;1436534534;39
{action=migrate(vm=vm#0, from=node#1, to=node#0, bw=500)};1436534489;1436534528;39
{action=migrate(vm=vm#4, from=node#1, to=node#2, bw=500)};1436534529;1436534567;39
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436534534;1436534595;39
{action=migrate(vm=vm#9, from=node#0, to=node#1, bw=500)};1436534596;1436534653;39
