ACTION;START;END;RUN
{action=migrate(vm=vm#4, from=node#1, to=node#3, bw=500)};1436528198;1436528236;11
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436528198;1436528254;11
{action=migrate(vm=vm#8, from=node#3, to=node#1, bw=500)};1436528198;1436528257;11
{action=migrate(vm=vm#7, from=node#3, to=node#0, bw=500)};1436528198;1436528260;11
{action=migrate(vm=vm#6, from=node#3, to=node#2, bw=1000)};1436528260;1436528289;11
{action=migrate(vm=vm#1, from=node#0, to=node#3, bw=500)};1436528260;1436528298;11
{action=migrate(vm=vm#9, from=node#1, to=node#0, bw=500)};1436528260;1436528321;11
{action=migrate(vm=vm#2, from=node#0, to=node#2, bw=500)};1436528298;1436528337;11
{action=migrate(vm=vm#0, from=node#1, to=node#0, bw=500)};1436528321;1436528365;11
{action=migrate(vm=vm#3, from=node#0, to=node#2, bw=500)};1436528337;1436528375;11
