ACTION;START;END;RUN
{action=migrate(vm=vm#1, from=node#1, to=node#3, bw=500)};1436509709;1436509747;38
{action=migrate(vm=vm#2, from=node#3, to=node#1, bw=500)};1436509709;1436509750;38
{action=migrate(vm=vm#5, from=node#2, to=node#0, bw=500)};1436509709;1436509765;38
{action=migrate(vm=vm#4, from=node#3, to=node#1, bw=500)};1436509750;1436509796;38
{action=migrate(vm=vm#3, from=node#1, to=node#2, bw=500)};1436509765;1436509804;38
{action=migrate(vm=vm#7, from=node#2, to=node#0, bw=500)};1436509765;1436509821;38
{action=migrate(vm=vm#0, from=node#2, to=node#1, bw=500)};1436509797;1436509838;38
{action=migrate(vm=vm#8, from=node#0, to=node#2, bw=500)};1436509821;1436509877;38
{action=migrate(vm=vm#9, from=node#1, to=node#0, bw=500)};1436509821;1436509879;38
{action=migrate(vm=vm#6, from=node#2, to=node#3, bw=1000)};1436509839;1436509868;38
