ACTION;START;END;RUN
{action=migrate(vm=vm#7, from=node#3, to=node#2, bw=1000)};1436501685;1436501714;1
{action=migrate(vm=vm#6, from=node#2, to=node#0, bw=500)};1436501685;1436501742;1
{action=migrate(vm=vm#5, from=node#1, to=node#3, bw=500)};1436501685;1436501748;1
{action=migrate(vm=vm#8, from=node#0, to=node#3, bw=500)};1436501685;1436501750;1
{action=migrate(vm=vm#3, from=node#3, to=node#2, bw=1000)};1436501715;1436501735;1
{action=migrate(vm=vm#2, from=node#2, to=node#3, bw=1000)};1436501750;1436501769;1
{action=migrate(vm=vm#9, from=node#1, to=node#0, bw=500)};1436501750;1436501807;1
{action=migrate(vm=vm#0, from=node#0, to=node#3, bw=500)};1436501770;1436501808;1
{action=migrate(vm=vm#1, from=node#1, to=node#0, bw=500)};1436501807;1436501846;1
{action=migrate(vm=vm#4, from=node#0, to=node#1, bw=500)};1436501808;1436501852;1
