ACTION;START;END;RUN
{action=migrate(vm=vm#2, from=node#3, to=node#0, bw=500)};1436510764;1436510807;43
{action=migrate(vm=vm#6, from=node#1, to=node#2, bw=500)};1436510764;1436510820;43
{action=migrate(vm=vm#7, from=node#0, to=node#3, bw=500)};1436510764;1436510820;43
{action=migrate(vm=vm#8, from=node#3, to=node#1, bw=500)};1436510764;1436510828;43
{action=migrate(vm=vm#5, from=node#2, to=node#0, bw=500)};1436510808;1436510866;43
{action=migrate(vm=vm#4, from=node#3, to=node#2, bw=1000)};1436510828;1436510848;43
{action=migrate(vm=vm#3, from=node#0, to=node#1, bw=500)};1436510828;1436510873;43
{action=migrate(vm=vm#9, from=node#1, to=node#3, bw=500)};1436510828;1436510884;43
{action=migrate(vm=vm#0, from=node#0, to=node#2, bw=500)};1436510873;1436510911;43
{action=migrate(vm=vm#1, from=node#2, to=node#0, bw=500)};1436510873;1436510914;43
