ACTION;START;END;RUN
{action=migrate(vm=vm#1, from=node#1, to=node#2, bw=500)};1436505572;1436505613;20
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436505572;1436505628;20
{action=migrate(vm=vm#6, from=node#2, to=node#0, bw=500)};1436505572;1436505631;20
{action=migrate(vm=vm#8, from=node#3, to=node#1, bw=500)};1436505572;1436505634;20
{action=migrate(vm=vm#0, from=node#1, to=node#0, bw=500)};1436505634;1436505673;20
{action=migrate(vm=vm#3, from=node#3, to=node#1, bw=500)};1436505634;1436505682;20
{action=migrate(vm=vm#2, from=node#1, to=node#0, bw=500)};1436505682;1436505721;20
{action=migrate(vm=vm#9, from=node#2, to=node#1, bw=500)};1436505682;1436505768;20
{action=migrate(vm=vm#4, from=node#1, to=node#0, bw=500)};1436505721;1436505759;20
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436505759;1436505820;20
