ACTION;START;END;RUN
{action=migrate(vm=vm#0, from=node#1, to=node#2, bw=500)};1436510343;1436510382;41
{action=migrate(vm=vm#1, from=node#3, to=node#1, bw=500)};1436510343;1436510385;41
{action=migrate(vm=vm#5, from=node#3, to=node#0, bw=500)};1436510343;1436510402;41
{action=migrate(vm=vm#9, from=node#0, to=node#3, bw=500)};1436510385;1436510442;41
{action=migrate(vm=vm#7, from=node#3, to=node#2, bw=1000)};1436510402;1436510431;41
{action=migrate(vm=vm#4, from=node#3, to=node#1, bw=500)};1436510431;1436510469;41
{action=migrate(vm=vm#3, from=node#0, to=node#3, bw=500)};1436510442;1436510480;41
{action=migrate(vm=vm#8, from=node#2, to=node#1, bw=500)};1436510469;1436510526;41
{action=migrate(vm=vm#2, from=node#2, to=node#1, bw=500)};1436510526;1436510564;41
{action=migrate(vm=vm#6, from=node#0, to=node#2, bw=500)};1436510526;1436510582;41
