ACTION;START;END;RUN
{action=migrate(vm=vm#2, from=node#3, to=node#2, bw=1000)};1436502975;1436502995;7
{action=migrate(vm=vm#5, from=node#0, to=node#1, bw=500)};1436502975;1436503031;7
{action=migrate(vm=vm#8, from=node#2, to=node#0, bw=500)};1436502975;1436503039;7
{action=migrate(vm=vm#3, from=node#3, to=node#2, bw=1000)};1436502995;1436503015;7
{action=migrate(vm=vm#6, from=node#1, to=node#2, bw=500)};1436503039;1436503095;7
{action=migrate(vm=vm#7, from=node#0, to=node#3, bw=500)};1436503039;1436503096;7
{action=migrate(vm=vm#9, from=node#2, to=node#0, bw=500)};1436503039;1436503104;7
{action=migrate(vm=vm#1, from=node#2, to=node#3, bw=1000)};1436503104;1436503124;7
{action=migrate(vm=vm#0, from=node#1, to=node#2, bw=500)};1436503104;1436503142;7
{action=migrate(vm=vm#4, from=node#0, to=node#3, bw=500)};1436503124;1436503162;7
