ACTION;START;END;RUN
{action=migrate(vm=vm#8, from=node#1, to=node#2, bw=500)};1436505820;1436505877;21
{action=migrate(vm=vm#5, from=node#2, to=node#0, bw=500)};1436505820;1436505877;21
{action=migrate(vm=vm#6, from=node#0, to=node#2, bw=500)};1436505820;1436505885;21
{action=migrate(vm=vm#0, from=node#0, to=node#1, bw=500)};1436505885;1436505923;21
{action=migrate(vm=vm#1, from=node#2, to=node#0, bw=500)};1436505885;1436505928;21
{action=migrate(vm=vm#2, from=node#0, to=node#2, bw=500)};1436505928;1436505966;21
{action=migrate(vm=vm#7, from=node#1, to=node#0, bw=500)};1436505928;1436505986;21
{action=migrate(vm=vm#4, from=node#0, to=node#2, bw=500)};1436505966;1436506004;21
{action=migrate(vm=vm#3, from=node#1, to=node#0, bw=500)};1436505986;1436506026;21
{action=migrate(vm=vm#9, from=node#1, to=node#3, bw=500)};1436506026;1436506081;21
