ACTION;START;END;RUN
{action=migrate(vm=vm#0, from=node#2, to=node#0, bw=500)};1436510914;1436510954;44
{action=migrate(vm=vm#2, from=node#0, to=node#3, bw=500)};1436510914;1436510956;44
{action=migrate(vm=vm#8, from=node#1, to=node#3, bw=500)};1436510914;1436510973;44
{action=migrate(vm=vm#9, from=node#3, to=node#1, bw=500)};1436510914;1436510977;44
{action=migrate(vm=vm#4, from=node#2, to=node#0, bw=500)};1436510956;1436510994;44
{action=migrate(vm=vm#7, from=node#3, to=node#2, bw=1000)};1436510977;1436511017;44
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436510994;1436511053;44
{action=migrate(vm=vm#6, from=node#2, to=node#3, bw=1000)};1436511018;1436511047;44
{action=migrate(vm=vm#3, from=node#1, to=node#2, bw=500)};1436511018;1436511057;44
{action=migrate(vm=vm#1, from=node#0, to=node#1, bw=500)};1436511057;1436511095;44
