ACTION;START;END;RUN
{action=migrate(vm=vm#5, from=node#3, to=node#2, bw=1000)};1436503359;1436503388;9
{action=migrate(vm=vm#2, from=node#0, to=node#3, bw=500)};1436503359;1436503399;9
{action=migrate(vm=vm#3, from=node#1, to=node#3, bw=500)};1436503359;1436503401;9
{action=migrate(vm=vm#9, from=node#2, to=node#0, bw=500)};1436503359;1436503416;9
{action=migrate(vm=vm#8, from=node#2, to=node#1, bw=500)};1436503359;1436503420;9
{action=migrate(vm=vm#1, from=node#2, to=node#3, bw=1000)};1436503420;1436503440;9
{action=migrate(vm=vm#6, from=node#1, to=node#2, bw=500)};1436503420;1436503476;9
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436503420;1436503483;9
{action=migrate(vm=vm#0, from=node#0, to=node#2, bw=500)};1436503483;1436503522;9
{action=migrate(vm=vm#4, from=node#1, to=node#2, bw=500)};1436503483;1436503522;9
