ACTION;START;END;RUN
{action=migrate(vm=vm#8, from=node#2, to=node#3, bw=1000)};1436509136;1436509165;35
{action=migrate(vm=vm#4, from=node#0, to=node#1, bw=500)};1436509136;1436509180;35
{action=migrate(vm=vm#7, from=node#1, to=node#2, bw=500)};1436509136;1436509192;35
{action=migrate(vm=vm#6, from=node#3, to=node#0, bw=500)};1436509136;1436509194;35
{action=migrate(vm=vm#0, from=node#2, to=node#3, bw=1000)};1436509194;1436509214;35
{action=migrate(vm=vm#2, from=node#3, to=node#0, bw=500)};1436509194;1436509232;35
{action=migrate(vm=vm#3, from=node#1, to=node#2, bw=500)};1436509194;1436509232;35
{action=migrate(vm=vm#9, from=node#1, to=node#3, bw=500)};1436509232;1436509288;35
{action=migrate(vm=vm#5, from=node#3, to=node#2, bw=1000)};1436509232;1436509262;35
{action=migrate(vm=vm#1, from=node#2, to=node#0, bw=500)};1436509232;1436509270;35
