ACTION;START;END;RUN
{action=migrate(vm=vm#9, from=node#2, to=node#3, bw=1000)};1436507458;1436507491;28
{action=migrate(vm=vm#2, from=node#3, to=node#1, bw=500)};1436507458;1436507497;28
{action=migrate(vm=vm#7, from=node#3, to=node#0, bw=500)};1436507458;1436507515;28
{action=migrate(vm=vm#1, from=node#3, to=node#2, bw=1000)};1436507515;1436507534;28
{action=migrate(vm=vm#8, from=node#2, to=node#0, bw=500)};1436507515;1436507570;28
{action=migrate(vm=vm#5, from=node#1, to=node#3, bw=500)};1436507515;1436507571;28
{action=migrate(vm=vm#3, from=node#3, to=node#2, bw=1000)};1436507534;1436507554;28
{action=migrate(vm=vm#6, from=node#1, to=node#0, bw=500)};1436507571;1436507626;28
{action=migrate(vm=vm#4, from=node#1, to=node#0, bw=500)};1436507627;1436507665;28
{action=migrate(vm=vm#0, from=node#1, to=node#3, bw=500)};1436507665;1436507703;28
