ACTION;START;END;RUN
{action=migrate(vm=vm#5, from=node#2, to=node#3, bw=1000)};1436510129;1436510158;40
{action=migrate(vm=vm#0, from=node#0, to=node#1, bw=500)};1436510129;1436510167;40
{action=migrate(vm=vm#3, from=node#3, to=node#0, bw=500)};1436510129;1436510175;40
{action=migrate(vm=vm#4, from=node#2, to=node#3, bw=1000)};1436510158;1436510180;40
{action=migrate(vm=vm#1, from=node#1, to=node#3, bw=500)};1436510175;1436510213;40
{action=migrate(vm=vm#6, from=node#2, to=node#0, bw=500)};1436510175;1436510231;40
{action=migrate(vm=vm#8, from=node#3, to=node#2, bw=1000)};1436510181;1436510210;40
{action=migrate(vm=vm#2, from=node#3, to=node#2, bw=1000)};1436510210;1436510230;40
{action=migrate(vm=vm#9, from=node#1, to=node#0, bw=500)};1436510231;1436510287;40
{action=migrate(vm=vm#7, from=node#1, to=node#3, bw=500)};1436510287;1436510343;40
