ACTION;START;END;RUN
{action=migrate(vm=vm#1, from=node#3, to=node#0, bw=500)};1436503522;1436503560;10
{action=migrate(vm=vm#0, from=node#2, to=node#1, bw=500)};1436503522;1436503564;10
{action=migrate(vm=vm#7, from=node#1, to=node#3, bw=500)};1436503522;1436503579;10
{action=migrate(vm=vm#2, from=node#3, to=node#0, bw=500)};1436503564;1436503602;10
{action=migrate(vm=vm#4, from=node#2, to=node#1, bw=500)};1436503564;1436503603;10
{action=migrate(vm=vm#6, from=node#2, to=node#3, bw=1000)};1436503603;1436503632;10
{action=migrate(vm=vm#3, from=node#3, to=node#0, bw=500)};1436503603;1436503644;10
{action=migrate(vm=vm#9, from=node#0, to=node#1, bw=500)};1436503603;1436503666;10
{action=migrate(vm=vm#8, from=node#1, to=node#3, bw=500)};1436503632;1436503688;10
{action=migrate(vm=vm#5, from=node#2, to=node#0, bw=500)};1436503644;1436503701;10
