ACTION;START;END;RUN
{action=migrate(vm=vm#3, from=node#3, to=node#0, bw=500)};1436510582;1436510621;42
{action=migrate(vm=vm#8, from=node#1, to=node#3, bw=500)};1436510582;1436510639;42
{action=migrate(vm=vm#9, from=node#3, to=node#1, bw=500)};1436510582;1436510647;42
{action=migrate(vm=vm#7, from=node#2, to=node#0, bw=500)};1436510621;1436510677;42
{action=migrate(vm=vm#1, from=node#1, to=node#2, bw=500)};1436510647;1436510686;42
{action=migrate(vm=vm#6, from=node#2, to=node#1, bw=500)};1436510647;1436510720;42
{action=migrate(vm=vm#2, from=node#1, to=node#3, bw=500)};1436510686;1436510724;42
{action=migrate(vm=vm#0, from=node#2, to=node#0, bw=500)};1436510686;1436510726;42
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436510686;1436510742;42
{action=migrate(vm=vm#4, from=node#1, to=node#3, bw=500)};1436510726;1436510764;42
