ACTION;START;END;RUN
{action=migrate(vm=vm#3, from=node#1, to=node#3, bw=500)};1436502362;1436502401;4
{action=migrate(vm=vm#2, from=node#2, to=node#1, bw=500)};1436502362;1436502404;4
{action=migrate(vm=vm#8, from=node#3, to=node#0, bw=500)};1436502362;1436502418;4
{action=migrate(vm=vm#9, from=node#3, to=node#2, bw=1000)};1436502418;1436502447;4
{action=migrate(vm=vm#5, from=node#2, to=node#0, bw=500)};1436502418;1436502474;4
{action=migrate(vm=vm#0, from=node#3, to=node#2, bw=1000)};1436502448;1436502467;4
{action=migrate(vm=vm#1, from=node#3, to=node#1, bw=500)};1436502467;1436502506;4
{action=migrate(vm=vm#6, from=node#2, to=node#0, bw=500)};1436502474;1436502534;4
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436502506;1436502562;4
{action=migrate(vm=vm#4, from=node#1, to=node#0, bw=500)};1436502562;1436502600;4
