ACTION;START;END;RUN
{action=migrate(vm=vm#4, from=node#2, to=node#0, bw=500)};1436508871;1436508909;34
{action=migrate(vm=vm#0, from=node#1, to=node#2, bw=500)};1436508871;1436508909;34
{action=migrate(vm=vm#3, from=node#2, to=node#1, bw=500)};1436508871;1436508912;34
{action=migrate(vm=vm#6, from=node#2, to=node#3, bw=1000)};1436508912;1436508941;34
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436508912;1436508974;34
{action=migrate(vm=vm#2, from=node#2, to=node#3, bw=1000)};1436508941;1436508961;34
{action=migrate(vm=vm#5, from=node#1, to=node#3, bw=500)};1436508961;1436509017;34
{action=migrate(vm=vm#1, from=node#1, to=node#2, bw=500)};1436509017;1436509055;34
{action=migrate(vm=vm#9, from=node#0, to=node#1, bw=500)};1436509017;1436509080;34
{action=migrate(vm=vm#8, from=node#0, to=node#2, bw=500)};1436509080;1436509136;34
