ACTION;START;END;RUN
{action=migrate(vm=vm#0, from=node#0, to=node#2, bw=500)};1436508148;1436508186;31
{action=migrate(vm=vm#4, from=node#1, to=node#2, bw=500)};1436508148;1436508188;31
{action=migrate(vm=vm#8, from=node#3, to=node#1, bw=500)};1436508148;1436508207;31
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436508188;1436508244;31
{action=migrate(vm=vm#9, from=node#3, to=node#0, bw=500)};1436508188;1436508250;31
{action=migrate(vm=vm#1, from=node#2, to=node#1, bw=500)};1436508208;1436508246;31
{action=migrate(vm=vm#2, from=node#3, to=node#0, bw=500)};1436508250;1436508297;31
{action=migrate(vm=vm#6, from=node#0, to=node#1, bw=500)};1436508250;1436508306;31
{action=migrate(vm=vm#3, from=node#1, to=node#0, bw=500)};1436508306;1436508344;31
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436508344;1436508400;31
