ACTION;START;END;RUN
{action=migrate(vm=vm#1, from=node#2, to=node#3, bw=1000)};1436507194;1436507213;27
{action=migrate(vm=vm#8, from=node#1, to=node#2, bw=500)};1436507194;1436507250;27
{action=migrate(vm=vm#5, from=node#3, to=node#1, bw=500)};1436507194;1436507262;27
{action=migrate(vm=vm#2, from=node#0, to=node#3, bw=500)};1436507213;1436507252;27
{action=migrate(vm=vm#3, from=node#1, to=node#3, bw=500)};1436507262;1436507301;27
{action=migrate(vm=vm#0, from=node#3, to=node#1, bw=500)};1436507262;1436507308;27
{action=migrate(vm=vm#9, from=node#3, to=node#2, bw=1000)};1436507308;1436507336;27
{action=migrate(vm=vm#6, from=node#0, to=node#1, bw=500)};1436507308;1436507364;27
{action=migrate(vm=vm#7, from=node#0, to=node#3, bw=500)};1436507364;1436507420;27
{action=migrate(vm=vm#4, from=node#0, to=node#1, bw=500)};1436507420;1436507457;27
