ACTION;START;END;RUN
{action=migrate(vm=vm#3, from=node#2, to=node#3, bw=1000)};1436506462;1436506484;24
{action=migrate(vm=vm#2, from=node#0, to=node#2, bw=500)};1436506462;1436506500;24
{action=migrate(vm=vm#0, from=node#3, to=node#1, bw=500)};1436506462;1436506501;24
{action=migrate(vm=vm#5, from=node#3, to=node#0, bw=500)};1436506462;1436506523;24
{action=migrate(vm=vm#8, from=node#0, to=node#1, bw=500)};1436506501;1436506561;24
{action=migrate(vm=vm#6, from=node#3, to=node#2, bw=1000)};1436506523;1436506554;24
{action=migrate(vm=vm#4, from=node#2, to=node#0, bw=500)};1436506523;1436506570;24
{action=migrate(vm=vm#1, from=node#3, to=node#2, bw=1000)};1436506554;1436506574;24
{action=migrate(vm=vm#7, from=node#1, to=node#0, bw=500)};1436506570;1436506626;24
{action=migrate(vm=vm#9, from=node#1, to=node#3, bw=500)};1436506626;1436506682;24
