ACTION;START;END;RUN
{action=migrate(vm=vm#1, from=node#1, to=node#2, bw=500)};1436479273;1436479311;26
{action=migrate(vm=vm#2, from=node#3, to=node#0, bw=500)};1436479273;1436479312;26
{action=migrate(vm=vm#9, from=node#0, to=node#3, bw=500)};1436479273;1436479329;26
{action=migrate(vm=vm#4, from=node#2, to=node#0, bw=500)};1436479312;1436479357;26
{action=migrate(vm=vm#8, from=node#3, to=node#1, bw=500)};1436479312;1436479372;26
{action=migrate(vm=vm#0, from=node#0, to=node#3, bw=500)};1436479329;1436479367;26
{action=migrate(vm=vm#6, from=node#1, to=node#0, bw=500)};1436479357;1436479414;26
{action=migrate(vm=vm#3, from=node#0, to=node#1, bw=500)};1436479414;1436479464;26
{action=migrate(vm=vm#5, from=node#1, to=node#3, bw=500)};1436479414;1436479470;26
{action=migrate(vm=vm#7, from=node#1, to=node#0, bw=500)};1436479470;1436479526;26
