ACTION;START;END;RUN
{action=migrate(vm=vm#4, from=node#3, to=node#1, bw=500)};1436475478;1436475516;8
{action=migrate(vm=vm#5, from=node#1, to=node#3, bw=500)};1436475478;1436475534;8
{action=migrate(vm=vm#7, from=node#3, to=node#0, bw=500)};1436475478;1436475534;8
{action=migrate(vm=vm#3, from=node#2, to=node#1, bw=500)};1436475517;1436475557;8
{action=migrate(vm=vm#1, from=node#3, to=node#2, bw=1000)};1436475534;1436475558;8
{action=migrate(vm=vm#0, from=node#2, to=node#0, bw=500)};1436475534;1436475576;8
{action=migrate(vm=vm#8, from=node#0, to=node#2, bw=500)};1436475557;1436475613;8
{action=migrate(vm=vm#6, from=node#2, to=node#1, bw=500)};1436475557;1436475614;8
{action=migrate(vm=vm#2, from=node#2, to=node#0, bw=500)};1436475614;1436475653;8
{action=migrate(vm=vm#9, from=node#0, to=node#2, bw=500)};1436475614;1436475670;8
