ACTION;START;END;RUN
{action=migrate(vm=vm#8, from=node#1, to=node#2, bw=500)};1436478152;1436478209;21
{action=migrate(vm=vm#5, from=node#2, to=node#0, bw=500)};1436478152;1436478209;21
{action=migrate(vm=vm#6, from=node#0, to=node#2, bw=500)};1436478152;1436478216;21
{action=migrate(vm=vm#0, from=node#0, to=node#1, bw=500)};1436478216;1436478255;21
{action=migrate(vm=vm#1, from=node#2, to=node#0, bw=500)};1436478216;1436478262;21
{action=migrate(vm=vm#2, from=node#0, to=node#2, bw=500)};1436478262;1436478300;21
{action=migrate(vm=vm#7, from=node#1, to=node#0, bw=500)};1436478262;1436478325;21
{action=migrate(vm=vm#4, from=node#0, to=node#2, bw=500)};1436478301;1436478339;21
{action=migrate(vm=vm#3, from=node#1, to=node#0, bw=500)};1436478325;1436478365;21
{action=migrate(vm=vm#9, from=node#1, to=node#3, bw=500)};1436478366;1436478422;21
