ACTION;START;END;RUN
{action=migrate(vm=vm#2, from=node#3, to=node#0, bw=500)};1436483093;1436483133;43
{action=migrate(vm=vm#6, from=node#1, to=node#2, bw=500)};1436483093;1436483150;43
{action=migrate(vm=vm#7, from=node#0, to=node#3, bw=500)};1436483093;1436483150;43
{action=migrate(vm=vm#8, from=node#3, to=node#1, bw=500)};1436483093;1436483160;43
{action=migrate(vm=vm#5, from=node#2, to=node#0, bw=500)};1436483134;1436483193;43
{action=migrate(vm=vm#4, from=node#3, to=node#2, bw=1000)};1436483160;1436483179;43
{action=migrate(vm=vm#3, from=node#0, to=node#1, bw=500)};1436483160;1436483203;43
{action=migrate(vm=vm#9, from=node#1, to=node#3, bw=500)};1436483160;1436483216;43
{action=migrate(vm=vm#0, from=node#0, to=node#2, bw=500)};1436483203;1436483241;43
{action=migrate(vm=vm#1, from=node#2, to=node#0, bw=500)};1436483203;1436483244;43
