ACTION;START;END;RUN
{action=migrate(vm=vm#5, from=node#3, to=node#2, bw=1000)};1436475671;1436475699;9
{action=migrate(vm=vm#2, from=node#0, to=node#3, bw=500)};1436475671;1436475711;9
{action=migrate(vm=vm#3, from=node#1, to=node#3, bw=500)};1436475671;1436475711;9
{action=migrate(vm=vm#9, from=node#2, to=node#0, bw=500)};1436475671;1436475730;9
{action=migrate(vm=vm#8, from=node#2, to=node#1, bw=500)};1436475671;1436475732;9
{action=migrate(vm=vm#1, from=node#2, to=node#3, bw=1000)};1436475733;1436475752;9
{action=migrate(vm=vm#6, from=node#1, to=node#2, bw=500)};1436475733;1436475789;9
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436475733;1436475795;9
{action=migrate(vm=vm#0, from=node#0, to=node#2, bw=500)};1436475795;1436475834;9
{action=migrate(vm=vm#4, from=node#1, to=node#2, bw=500)};1436475795;1436475834;9
