ACTION;START;END;RUN
{action=migrate(vm=vm#2, from=node#3, to=node#2, bw=1000)};1436475293;1436475313;7
{action=migrate(vm=vm#5, from=node#0, to=node#1, bw=500)};1436475293;1436475349;7
{action=migrate(vm=vm#8, from=node#2, to=node#0, bw=500)};1436475293;1436475358;7
{action=migrate(vm=vm#3, from=node#3, to=node#2, bw=1000)};1436475313;1436475332;7
{action=migrate(vm=vm#6, from=node#1, to=node#2, bw=500)};1436475358;1436475414;7
{action=migrate(vm=vm#7, from=node#0, to=node#3, bw=500)};1436475358;1436475414;7
{action=migrate(vm=vm#9, from=node#2, to=node#0, bw=500)};1436475358;1436475419;7
{action=migrate(vm=vm#1, from=node#2, to=node#3, bw=1000)};1436475420;1436475440;7
{action=migrate(vm=vm#0, from=node#1, to=node#2, bw=500)};1436475420;1436475458;7
{action=migrate(vm=vm#4, from=node#0, to=node#3, bw=500)};1436475440;1436475477;7
