ACTION;START;END;RUN
{action=migrate(vm=vm#8, from=node#2, to=node#3, bw=1000)};1436482210;1436482239;39
{action=migrate(vm=vm#1, from=node#3, to=node#1, bw=500)};1436482210;1436482249;39
{action=migrate(vm=vm#3, from=node#2, to=node#3, bw=1000)};1436482240;1436482259;39
{action=migrate(vm=vm#6, from=node#3, to=node#2, bw=1000)};1436482259;1436482288;39
{action=migrate(vm=vm#2, from=node#1, to=node#3, bw=500)};1436482259;1436482298;39
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436482288;1436482344;39
{action=migrate(vm=vm#0, from=node#1, to=node#0, bw=500)};1436482298;1436482339;39
{action=migrate(vm=vm#4, from=node#1, to=node#2, bw=500)};1436482339;1436482377;39
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436482344;1436482404;39
{action=migrate(vm=vm#9, from=node#0, to=node#1, bw=500)};1436482404;1436482460;39
