ACTION;START;END;RUN
{action=migrate(vm=vm#0, from=node#2, to=node#3, bw=1000)};1436474878;1436474898;5
{action=migrate(vm=vm#4, from=node#0, to=node#2, bw=500)};1436474878;1436474916;5
{action=migrate(vm=vm#1, from=node#1, to=node#3, bw=500)};1436474898;1436474936;5
{action=migrate(vm=vm#3, from=node#3, to=node#0, bw=500)};1436474916;1436474958;5
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436474916;1436474974;5
{action=migrate(vm=vm#7, from=node#1, to=node#2, bw=500)};1436474936;1436474992;5
{action=migrate(vm=vm#8, from=node#0, to=node#3, bw=500)};1436474974;1436475030;5
{action=migrate(vm=vm#9, from=node#2, to=node#0, bw=500)};1436474974;1436475035;5
{action=migrate(vm=vm#2, from=node#1, to=node#0, bw=500)};1436475035;1436475075;5
{action=migrate(vm=vm#6, from=node#0, to=node#2, bw=500)};1436475035;1436475091;5
