ACTION;START;END;RUN
{action=migrate(vm=vm#3, from=node#2, to=node#3, bw=1000)};1436478806;1436478828;24
{action=migrate(vm=vm#2, from=node#0, to=node#2, bw=500)};1436478806;1436478844;24
{action=migrate(vm=vm#0, from=node#3, to=node#1, bw=500)};1436478806;1436478844;24
{action=migrate(vm=vm#5, from=node#3, to=node#0, bw=500)};1436478806;1436478868;24
{action=migrate(vm=vm#8, from=node#0, to=node#1, bw=500)};1436478844;1436478901;24
{action=migrate(vm=vm#6, from=node#3, to=node#2, bw=1000)};1436478868;1436478896;24
{action=migrate(vm=vm#4, from=node#2, to=node#0, bw=500)};1436478868;1436478908;24
{action=migrate(vm=vm#1, from=node#3, to=node#2, bw=1000)};1436478896;1436478916;24
{action=migrate(vm=vm#7, from=node#1, to=node#0, bw=500)};1436478908;1436478965;24
{action=migrate(vm=vm#9, from=node#1, to=node#3, bw=500)};1436478965;1436479021;24
