ACTION;START;END;RUN
{action=migrate(vm=vm#4, from=node#2, to=node#3, bw=1000)};1436484333;1436484353;50
{action=migrate(vm=vm#1, from=node#0, to=node#1, bw=500)};1436484333;1436484372;50
{action=migrate(vm=vm#2, from=node#3, to=node#0, bw=500)};1436484333;1436484378;50
{action=migrate(vm=vm#0, from=node#3, to=node#2, bw=1000)};1436484378;1436484398;50
{action=migrate(vm=vm#6, from=node#2, to=node#0, bw=500)};1436484378;1436484435;50
{action=migrate(vm=vm#8, from=node#1, to=node#2, bw=500)};1436484398;1436484456;50
{action=migrate(vm=vm#9, from=node#0, to=node#2, bw=500)};1436484398;1436484460;50
{action=migrate(vm=vm#5, from=node#1, to=node#0, bw=500)};1436484460;1436484516;50
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436484460;1436484525;50
{action=migrate(vm=vm#3, from=node#1, to=node#0, bw=500)};1436484525;1436484563;50
