ACTION;START;END;RUN
{action=migrate(vm=vm#7, from=node#3, to=node#2, bw=1000)};1436473952;1436473986;1
{action=migrate(vm=vm#5, from=node#1, to=node#3, bw=500)};1436473952;1436474008;1
{action=migrate(vm=vm#6, from=node#2, to=node#0, bw=500)};1436473952;1436474008;1
{action=migrate(vm=vm#8, from=node#0, to=node#3, bw=500)};1436473952;1436474025;1
{action=migrate(vm=vm#3, from=node#3, to=node#2, bw=1000)};1436473986;1436474006;1
{action=migrate(vm=vm#2, from=node#2, to=node#3, bw=1000)};1436474026;1436474045;1
{action=migrate(vm=vm#9, from=node#1, to=node#0, bw=500)};1436474026;1436474084;1
{action=migrate(vm=vm#0, from=node#0, to=node#3, bw=500)};1436474046;1436474084;1
{action=migrate(vm=vm#1, from=node#1, to=node#0, bw=500)};1436474084;1436474122;1
{action=migrate(vm=vm#4, from=node#0, to=node#1, bw=500)};1436474084;1436474126;1
