ACTION;START;END;RUN
{action=migrate(vm=vm#2, from=node#0, to=node#3, bw=500)};1436475091;1436475129;6
{action=migrate(vm=vm#4, from=node#2, to=node#0, bw=500)};1436475091;1436475132;6
{action=migrate(vm=vm#6, from=node#2, to=node#1, bw=500)};1436475091;1436475147;6
{action=migrate(vm=vm#8, from=node#3, to=node#2, bw=1000)};1436475132;1436475163;6
{action=migrate(vm=vm#3, from=node#0, to=node#3, bw=500)};1436475132;1436475170;6
{action=migrate(vm=vm#5, from=node#2, to=node#0, bw=500)};1436475132;1436475234;6
{action=migrate(vm=vm#1, from=node#3, to=node#2, bw=1000)};1436475164;1436475184;6
{action=migrate(vm=vm#0, from=node#3, to=node#1, bw=500)};1436475184;1436475222;6
{action=migrate(vm=vm#9, from=node#0, to=node#2, bw=500)};1436475234;1436475290;6
{action=migrate(vm=vm#7, from=node#2, to=node#0, bw=500)};1436475234;1436475293;6
