ACTION;START;END;RUN
{action=migrate(vm=vm#3, from=node#1, to=node#2, bw=500)};1436483808;1436483846;47
{action=migrate(vm=vm#8, from=node#3, to=node#0, bw=500)};1436483808;1436483864;47
{action=migrate(vm=vm#5, from=node#3, to=node#1, bw=500)};1436483808;1436483871;47
{action=migrate(vm=vm#4, from=node#1, to=node#3, bw=500)};1436483871;1436483909;47
{action=migrate(vm=vm#1, from=node#3, to=node#1, bw=500)};1436483871;1436483912;47
{action=migrate(vm=vm#7, from=node#2, to=node#0, bw=500)};1436483871;1436483927;47
{action=migrate(vm=vm#0, from=node#2, to=node#1, bw=500)};1436483912;1436483950;47
{action=migrate(vm=vm#6, from=node#3, to=node#2, bw=1000)};1436483912;1436483943;47
{action=migrate(vm=vm#9, from=node#0, to=node#2, bw=500)};1436483943;1436483999;47
{action=migrate(vm=vm#2, from=node#2, to=node#3, bw=1000)};1436483950;1436483970;47
