ACTION;START;END;RUN
{action=migrate(vm=vm#9, from=node#0, to=node#2, bw=500)};1436474126;1436474182;2
{action=migrate(vm=vm#8, from=node#3, to=node#1, bw=500)};1436474126;1436474183;2
{action=migrate(vm=vm#5, from=node#3, to=node#0, bw=500)};1436474126;1436474187;2
{action=migrate(vm=vm#2, from=node#3, to=node#0, bw=500)};1436474187;1436474225;2
{action=migrate(vm=vm#7, from=node#2, to=node#1, bw=500)};1436474187;1436474243;2
{action=migrate(vm=vm#0, from=node#3, to=node#2, bw=1000)};1436474225;1436474249;2
{action=migrate(vm=vm#3, from=node#2, to=node#0, bw=500)};1436474225;1436474271;2
{action=migrate(vm=vm#1, from=node#0, to=node#1, bw=500)};1436474244;1436474282;2
{action=migrate(vm=vm#4, from=node#1, to=node#0, bw=500)};1436474282;1436474320;2
{action=migrate(vm=vm#6, from=node#0, to=node#1, bw=500)};1436474320;1436474376;2
