ACTION;START;END;RUN
{action=migrate(vm=vm#2, from=node#0, to=node#3, bw=500)};1436916340;1436916380;30
{action=migrate(vm=vm#4, from=node#3, to=node#1, bw=500)};1436916340;1436916386;30
{action=migrate(vm=vm#8, from=node#1, to=node#3, bw=500)};1436916340;1436916400;30
{action=migrate(vm=vm#6, from=node#2, to=node#0, bw=500)};1436916340;1436916401;30
{action=migrate(vm=vm#3, from=node#0, to=node#1, bw=500)};1436916401;1436916439;30
{action=migrate(vm=vm#0, from=node#2, to=node#0, bw=500)};1436916401;1436916446;30
{action=migrate(vm=vm#9, from=node#2, to=node#3, bw=1000)};1436916446;1436916475;30
{action=migrate(vm=vm#1, from=node#0, to=node#2, bw=500)};1436916446;1436916484;30
{action=migrate(vm=vm#5, from=node#1, to=node#0, bw=500)};1436916446;1436916509;30
{action=migrate(vm=vm#7, from=node#1, to=node#0, bw=500)};1436916509;1436916565;30
