ACTION;START;END;RUN
{action=migrate(vm=vm#3, from=node#3, to=node#0, bw=500)};1436919027;1436919065;42
{action=migrate(vm=vm#8, from=node#1, to=node#3, bw=500)};1436919027;1436919083;42
{action=migrate(vm=vm#9, from=node#3, to=node#1, bw=500)};1436919027;1436919089;42
{action=migrate(vm=vm#7, from=node#2, to=node#0, bw=500)};1436919066;1436919122;42
{action=migrate(vm=vm#1, from=node#1, to=node#2, bw=500)};1436919089;1436919127;42
{action=migrate(vm=vm#6, from=node#2, to=node#1, bw=500)};1436919089;1436919156;42
{action=migrate(vm=vm#2, from=node#1, to=node#3, bw=500)};1436919127;1436919165;42
{action=migrate(vm=vm#0, from=node#2, to=node#0, bw=500)};1436919127;1436919169;42
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436919127;1436919183;42
{action=migrate(vm=vm#4, from=node#1, to=node#3, bw=500)};1436919169;1436919206;42
