ACTION;START;END;RUN
{action=migrate(vm=vm#5, from=node#2, to=node#3, bw=1000)};1436918569;1436918598;40
{action=migrate(vm=vm#0, from=node#0, to=node#1, bw=500)};1436918569;1436918607;40
{action=migrate(vm=vm#3, from=node#3, to=node#0, bw=500)};1436918569;1436918616;40
{action=migrate(vm=vm#4, from=node#2, to=node#3, bw=1000)};1436918598;1436918621;40
{action=migrate(vm=vm#1, from=node#1, to=node#3, bw=500)};1436918616;1436918654;40
{action=migrate(vm=vm#6, from=node#2, to=node#0, bw=500)};1436918616;1436918672;40
{action=migrate(vm=vm#8, from=node#3, to=node#2, bw=1000)};1436918621;1436918650;40
{action=migrate(vm=vm#2, from=node#3, to=node#2, bw=1000)};1436918650;1436918670;40
{action=migrate(vm=vm#9, from=node#1, to=node#0, bw=500)};1436918672;1436918728;40
{action=migrate(vm=vm#7, from=node#1, to=node#3, bw=500)};1436918728;1436918785;40
