ACTION;START;END;RUN
{action=migrate(vm=vm#6, from=node#3, to=node#2, bw=1000)};1436917071;1436917103;33
{action=migrate(vm=vm#1, from=node#2, to=node#1, bw=500)};1436917071;1436917110;33
{action=migrate(vm=vm#7, from=node#2, to=node#0, bw=500)};1436917071;1436917129;33
{action=migrate(vm=vm#2, from=node#1, to=node#2, bw=500)};1436917110;1436917149;33
{action=migrate(vm=vm#8, from=node#2, to=node#0, bw=500)};1436917129;1436917193;33
{action=migrate(vm=vm#3, from=node#1, to=node#2, bw=500)};1436917149;1436917188;33
{action=migrate(vm=vm#0, from=node#0, to=node#1, bw=500)};1436917149;1436917192;33
{action=migrate(vm=vm#9, from=node#1, to=node#0, bw=500)};1436917192;1436917258;33
{action=migrate(vm=vm#5, from=node#0, to=node#1, bw=500)};1436917192;1436917262;33
{action=migrate(vm=vm#4, from=node#1, to=node#2, bw=500)};1436917262;1436917300;33
