ACTION;START;END;RUN
{action=migrate(vm=vm#1, from=node#3, to=node#0, bw=500)};1436911846;1436911885;10
{action=migrate(vm=vm#0, from=node#2, to=node#1, bw=500)};1436911846;1436911892;10
{action=migrate(vm=vm#7, from=node#1, to=node#3, bw=500)};1436911846;1436911903;10
{action=migrate(vm=vm#2, from=node#3, to=node#0, bw=500)};1436911893;1436911931;10
{action=migrate(vm=vm#4, from=node#2, to=node#1, bw=500)};1436911893;1436911931;10
{action=migrate(vm=vm#6, from=node#2, to=node#3, bw=1000)};1436911931;1436911960;10
{action=migrate(vm=vm#3, from=node#3, to=node#0, bw=500)};1436911931;1436911981;10
{action=migrate(vm=vm#9, from=node#0, to=node#1, bw=500)};1436911931;1436911997;10
{action=migrate(vm=vm#8, from=node#1, to=node#3, bw=500)};1436911960;1436912017;10
{action=migrate(vm=vm#5, from=node#2, to=node#0, bw=500)};1436911981;1436912039;10
