ACTION;START;END;RUN
{action=migrate(vm=vm#9, from=node#2, to=node#3, bw=1000)};1436910384;1436910413;3
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436910384;1436910441;3
{action=migrate(vm=vm#0, from=node#2, to=node#3, bw=1000)};1436910414;1436910434;3
{action=migrate(vm=vm#8, from=node#1, to=node#3, bw=500)};1436910434;1436910490;3
{action=migrate(vm=vm#3, from=node#0, to=node#1, bw=500)};1436910490;1436910542;3
{action=migrate(vm=vm#6, from=node#1, to=node#2, bw=500)};1436910490;1436910546;3
{action=migrate(vm=vm#4, from=node#0, to=node#1, bw=500)};1436910542;1436910586;3
{action=migrate(vm=vm#7, from=node#1, to=node#0, bw=500)};1436910546;1436910614;3
{action=migrate(vm=vm#2, from=node#0, to=node#2, bw=500)};1436910586;1436910624;3
{action=migrate(vm=vm#1, from=node#1, to=node#3, bw=500)};1436910614;1436910652;3
