ACTION;START;END;RUN
{action=migrate(vm=vm#5, from=node#3, to=node#2, bw=1000)};1436917917;1436917954;37
{action=migrate(vm=vm#1, from=node#2, to=node#1, bw=500)};1436917917;1436917955;37
{action=migrate(vm=vm#8, from=node#2, to=node#0, bw=500)};1436917917;1436917978;37
{action=migrate(vm=vm#3, from=node#0, to=node#1, bw=500)};1436917955;1436917996;37
{action=migrate(vm=vm#2, from=node#2, to=node#3, bw=1000)};1436917978;1436917998;37
{action=migrate(vm=vm#6, from=node#1, to=node#2, bw=500)};1436917978;1436918035;37
{action=migrate(vm=vm#4, from=node#2, to=node#3, bw=1000)};1436917998;1436918018;37
{action=migrate(vm=vm#7, from=node#1, to=node#2, bw=500)};1436918035;1436918091;37
{action=migrate(vm=vm#9, from=node#0, to=node#1, bw=500)};1436918035;1436918101;37
{action=migrate(vm=vm#0, from=node#1, to=node#2, bw=500)};1436918101;1436918140;37
