ACTION;START;END;RUN
{action=migrate(vm=vm#4, from=node#0, to=node#2, bw=500)};1436915096;1436915134;25
{action=migrate(vm=vm#8, from=node#1, to=node#3, bw=500)};1436915096;1436915152;25
{action=migrate(vm=vm#9, from=node#3, to=node#0, bw=500)};1436915096;1436915155;25
{action=migrate(vm=vm#6, from=node#2, to=node#1, bw=500)};1436915096;1436915156;25
{action=migrate(vm=vm#1, from=node#2, to=node#1, bw=500)};1436915156;1436915194;25
{action=migrate(vm=vm#3, from=node#3, to=node#0, bw=500)};1436915156;1436915194;25
{action=migrate(vm=vm#2, from=node#2, to=node#3, bw=1000)};1436915194;1436915214;25
{action=migrate(vm=vm#5, from=node#0, to=node#1, bw=500)};1436915194;1436915251;25
{action=migrate(vm=vm#0, from=node#1, to=node#0, bw=500)};1436915251;1436915289;25
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436915289;1436915345;25
