ACTION;START;END;RUN
{action=migrate(vm=vm#0, from=node#2, to=node#3, bw=1000)};1436910891;1436910911;5
{action=migrate(vm=vm#4, from=node#0, to=node#2, bw=500)};1436910891;1436910929;5
{action=migrate(vm=vm#1, from=node#1, to=node#3, bw=500)};1436910911;1436910949;5
{action=migrate(vm=vm#3, from=node#3, to=node#0, bw=500)};1436910930;1436910975;5
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436910930;1436910988;5
{action=migrate(vm=vm#7, from=node#1, to=node#2, bw=500)};1436910949;1436911005;5
{action=migrate(vm=vm#8, from=node#0, to=node#3, bw=500)};1436910988;1436911044;5
{action=migrate(vm=vm#9, from=node#2, to=node#0, bw=500)};1436910988;1436911059;5
{action=migrate(vm=vm#2, from=node#1, to=node#0, bw=500)};1436911059;1436911104;5
{action=migrate(vm=vm#6, from=node#0, to=node#2, bw=500)};1436911059;1436911115;5
